"operator_name"	"date"	"average_oil_volume"
"523"	"\"BURNETT OIL CO., INC.\""	2014-02-01	489
"524"	"\"BURNETT OIL CO., INC.\""	2014-03-01	488
"525"	"\"BURNETT OIL CO., INC.\""	2014-04-01	621
"526"	"\"BURNETT OIL CO., INC.\""	2014-05-01	325
"527"	"\"BURNETT OIL CO., INC.\""	2014-06-01	475
"528"	"\"BURNETT OIL CO., INC.\""	2014-07-01	450
"529"	"\"BURNETT OIL CO., INC.\""	2014-08-01	293
"530"	"\"BURNETT OIL CO., INC.\""	2014-09-01	519
"531"	"\"BURNETT OIL CO., INC.\""	2014-10-01	425
"532"	"\"BURNETT OIL CO., INC.\""	2014-11-01	160
"533"	"\"BURNETT OIL CO., INC.\""	2014-12-01	518
"534"	"\"BURNETT OIL CO., INC.\""	2015-01-01	406
"535"	"\"BURNETT OIL CO., INC.\""	2015-02-01	100
"536"	"\"BURNETT OIL CO., INC.\""	2015-03-01	457
"537"	"\"BURNETT OIL CO., INC.\""	2015-04-01	377
"538"	"\"BURNETT OIL CO., INC.\""	2015-05-01	405
"539"	"\"BURNETT OIL CO., INC.\""	2015-06-01	359
"540"	"\"BURNETT OIL CO., INC.\""	2015-07-01	359
"541"	"\"BURNETT OIL CO., INC.\""	2015-08-01	346
"542"	"\"C6 OPERATING, L.L.C.\""	2013-11-01	976
"543"	"\"C6 OPERATING, L.L.C.\""	2013-12-01	6226
"544"	"\"C6 OPERATING, L.L.C.\""	2014-01-01	3537
"545"	"\"C6 OPERATING, L.L.C.\""	2014-02-01	541
"546"	"\"C6 OPERATING, L.L.C.\""	2014-03-01	1242
"547"	"\"C6 OPERATING, L.L.C.\""	2014-04-01	1873
"548"	"\"C6 OPERATING, L.L.C.\""	2014-05-01	1399
"549"	"\"C6 OPERATING, L.L.C.\""	2014-06-01	1154
"550"	"\"C6 OPERATING, L.L.C.\""	2014-07-01	1019
"551"	"\"C6 OPERATING, L.L.C.\""	2014-08-01	874
"552"	"\"C6 OPERATING, L.L.C.\""	2014-09-01	753
"553"	"\"C6 OPERATING, L.L.C.\""	2014-10-01	745
"554"	"\"C6 OPERATING, L.L.C.\""	2014-11-01	722
"555"	"\"C6 OPERATING, L.L.C.\""	2014-12-01	690
"556"	"\"C6 OPERATING, L.L.C.\""	2015-01-01	625
"557"	"\"C6 OPERATING, L.L.C.\""	2015-02-01	480
"558"	"\"C6 OPERATING, L.L.C.\""	2015-03-01	585
"559"	"\"C6 OPERATING, L.L.C.\""	2015-04-01	618
"560"	"\"C6 OPERATING, L.L.C.\""	2015-05-01	517
"561"	"\"C6 OPERATING, L.L.C.\""	2015-06-01	638
"562"	"\"C6 OPERATING, L.L.C.\""	2015-07-01	576
"563"	"\"C6 OPERATING, L.L.C.\""	2015-08-01	542
"564"	"\"C6 OPERATING, L.L.C.\""	2015-09-01	445
"565"	"\"C6 OPERATING, L.L.C.\""	2015-10-01	528
"566"	"\"CARRIZO OIL & GAS, INC.\""	2010-11-01	7405
"567"	"\"CARRIZO OIL & GAS, INC.\""	2010-12-01	3569
"568"	"\"CARRIZO OIL & GAS, INC.\""	2011-01-01	2152.7
"569"	"\"CARRIZO OIL & GAS, INC.\""	2011-02-01	2729.55555555556
"570"	"\"CARRIZO OIL & GAS, INC.\""	2011-03-01	1829.77777777778
"571"	"\"CARRIZO OIL & GAS, INC.\""	2011-04-01	2987.45454545455
"572"	"\"CARRIZO OIL & GAS, INC.\""	2011-05-01	2586.72727272727
"573"	"\"CARRIZO OIL & GAS, INC.\""	2011-06-01	1981.2
"574"	"\"CARRIZO OIL & GAS, INC.\""	2011-07-01	2417.45454545455
"575"	"\"CARRIZO OIL & GAS, INC.\""	2011-08-01	5836.54545454545
"576"	"\"CARRIZO OIL & GAS, INC.\""	2011-09-01	4897.53846153846
"577"	"\"CARRIZO OIL & GAS, INC.\""	2011-10-01	3713.5625
"578"	"\"CARRIZO OIL & GAS, INC.\""	2011-11-01	3061.4375
"579"	"\"CARRIZO OIL & GAS, INC.\""	2011-12-01	2607.72413793103
"580"	"\"CARRIZO OIL & GAS, INC.\""	2012-01-01	3724.625
"581"	"\"CARRIZO OIL & GAS, INC.\""	2012-02-01	3859.32258064516
"582"	"\"CARRIZO OIL & GAS, INC.\""	2012-03-01	3312.74193548387
"583"	"\"CARRIZO OIL & GAS, INC.\""	2012-04-01	3278.18421052632
"584"	"\"CARRIZO OIL & GAS, INC.\""	2012-05-01	3527.37777777778
"585"	"\"CARRIZO OIL & GAS, INC.\""	2012-06-01	3796.72916666667
"586"	"\"CARRIZO OIL & GAS, INC.\""	2012-07-01	3422.61538461538
"587"	"\"CARRIZO OIL & GAS, INC.\""	2012-08-01	3716.5
"588"	"\"CARRIZO OIL & GAS, INC.\""	2012-09-01	3623.42857142857
"589"	"\"CARRIZO OIL & GAS, INC.\""	2012-10-01	3514.48
"590"	"\"CARRIZO OIL & GAS, INC.\""	2012-11-01	3395.72881355932
"591"	"\"CARRIZO OIL & GAS, INC.\""	2012-12-01	3329.03174603175
"592"	"\"CARRIZO OIL & GAS, INC.\""	2013-01-01	3117.53731343284
"593"	"\"CARRIZO OIL & GAS, INC.\""	2013-02-01	2911.31428571429
"594"	"\"CARRIZO OIL & GAS, INC.\""	2013-03-01	3003.92957746479
"595"	"\"CARRIZO OIL & GAS, INC.\""	2013-04-01	2745.26923076923
"596"	"\"CARRIZO OIL & GAS, INC.\""	2013-05-01	2566.78666666667
"597"	"\"CARRIZO OIL & GAS, INC.\""	2013-06-01	2304.23076923077
"598"	"\"CARRIZO OIL & GAS, INC.\""	2013-07-01	2549.90909090909
"599"	"\"CARRIZO OIL & GAS, INC.\""	2013-08-01	2194.51282051282
"600"	"\"CARRIZO OIL & GAS, INC.\""	2013-09-01	2103.41666666667
"601"	"\"CARRIZO OIL & GAS, INC.\""	2013-10-01	2384.55844155844
"602"	"\"CARRIZO OIL & GAS, INC.\""	2013-11-01	2723.9756097561
"603"	"\"CARRIZO OIL & GAS, INC.\""	2013-12-01	2595.45348837209
"604"	"\"CARRIZO OIL & GAS, INC.\""	2014-01-01	2357.87356321839
"605"	"\"CARRIZO OIL & GAS, INC.\""	2014-02-01	2232.98863636364
"606"	"\"CARRIZO OIL & GAS, INC.\""	2014-03-01	2345.55681818182
"607"	"\"CARRIZO OIL & GAS, INC.\""	2014-04-01	2543.78651685393
"608"	"\"CARRIZO OIL & GAS, INC.\""	2014-05-01	2322.68539325843
"609"	"\"CARRIZO OIL & GAS, INC.\""	2014-06-01	2382.41379310345
"610"	"\"CARRIZO OIL & GAS, INC.\""	2014-07-01	2450.04597701149
"611"	"\"CARRIZO OIL & GAS, INC.\""	2014-08-01	2214.03571428571
"612"	"\"CARRIZO OIL & GAS, INC.\""	2014-09-01	2244.69662921348
"613"	"\"CARRIZO OIL & GAS, INC.\""	2014-10-01	2369.58620689655
"614"	"\"CARRIZO OIL & GAS, INC.\""	2014-11-01	2170.31818181818
"615"	"\"CARRIZO OIL & GAS, INC.\""	2014-12-01	2171.12359550562
"616"	"\"CARRIZO OIL & GAS, INC.\""	2015-01-01	1809.92222222222
"617"	"\"CARRIZO OIL & GAS, INC.\""	2015-02-01	1824.19318181818
"618"	"\"CARRIZO OIL & GAS, INC.\""	2015-03-01	2305.5393258427
"619"	"\"CARRIZO OIL & GAS, INC.\""	2015-04-01	2073.96666666667
"620"	"\"CARRIZO OIL & GAS, INC.\""	2015-05-01	2142.51648351648
"621"	"\"CARRIZO OIL & GAS, INC.\""	2015-06-01	2033.85714285714
"622"	"\"CARRIZO OIL & GAS, INC.\""	2015-07-01	1978.72222222222
"623"	"\"CARRIZO OIL & GAS, INC.\""	2015-08-01	1823.05617977528
"624"	"\"CARRIZO OIL & GAS, INC.\""	2015-09-01	794
"625"	"\"CARRIZO OIL & GAS, INC.\""	2015-10-01	895.5
"626"	"\"CARRIZO OIL & GAS, INC.\""	2015-11-01	307
"627"	"\"CHESAPEAKE OPERATING, INC.\""	2005-03-01	0
"628"	"\"CHESAPEAKE OPERATING, INC.\""	2005-04-01	0
"629"	"\"CHESAPEAKE OPERATING, INC.\""	2005-05-01	6
"630"	"\"CHESAPEAKE OPERATING, INC.\""	2005-06-01	0
"631"	"\"CHESAPEAKE OPERATING, INC.\""	2005-07-01	1
"632"	"\"CHESAPEAKE OPERATING, INC.\""	2005-08-01	3
"633"	"\"CHESAPEAKE OPERATING, INC.\""	2005-09-01	3
"634"	"\"CHESAPEAKE OPERATING, INC.\""	2005-10-01	3
"635"	"\"CHESAPEAKE OPERATING, INC.\""	2005-11-01	0
"636"	"\"CHESAPEAKE OPERATING, INC.\""	2005-12-01	5
"637"	"\"CHESAPEAKE OPERATING, INC.\""	2006-01-01	0
"638"	"\"CHESAPEAKE OPERATING, INC.\""	2006-02-01	7
"639"	"\"CHESAPEAKE OPERATING, INC.\""	2006-03-01	3
"640"	"\"CHESAPEAKE OPERATING, INC.\""	2006-04-01	2
"641"	"\"CHESAPEAKE OPERATING, INC.\""	2006-05-01	2
"642"	"\"CHESAPEAKE OPERATING, INC.\""	2006-06-01	1
"643"	"\"CHESAPEAKE OPERATING, INC.\""	2006-07-01	0
"644"	"\"CHESAPEAKE OPERATING, INC.\""	2006-08-01	0
"645"	"\"CHESAPEAKE OPERATING, INC.\""	2006-09-01	0
"646"	"\"CHESAPEAKE OPERATING, INC.\""	2006-10-01	0
"647"	"\"CHESAPEAKE OPERATING, INC.\""	2006-11-01	0
"648"	"\"CHESAPEAKE OPERATING, INC.\""	2006-12-01	0
"649"	"\"CHESAPEAKE OPERATING, INC.\""	2007-01-01	1
"650"	"\"CHESAPEAKE OPERATING, INC.\""	2007-02-01	0
"651"	"\"CHESAPEAKE OPERATING, INC.\""	2007-03-01	0
"652"	"\"CHESAPEAKE OPERATING, INC.\""	2007-04-01	4
"653"	"\"CHESAPEAKE OPERATING, INC.\""	2007-05-01	0
"654"	"\"CHESAPEAKE OPERATING, INC.\""	2007-06-01	2
"655"	"\"CHESAPEAKE OPERATING, INC.\""	2007-07-01	3
"656"	"\"CHESAPEAKE OPERATING, INC.\""	2007-08-01	1
"657"	"\"CHESAPEAKE OPERATING, INC.\""	2007-09-01	0
"658"	"\"CHESAPEAKE OPERATING, INC.\""	2007-10-01	0
"659"	"\"CHESAPEAKE OPERATING, INC.\""	2007-11-01	1
"660"	"\"CHESAPEAKE OPERATING, INC.\""	2007-12-01	1
"661"	"\"CHESAPEAKE OPERATING, INC.\""	2008-01-01	0
"662"	"\"CHESAPEAKE OPERATING, INC.\""	2008-02-01	0
"663"	"\"CHESAPEAKE OPERATING, INC.\""	2008-03-01	0
"664"	"\"CHESAPEAKE OPERATING, INC.\""	2008-04-01	2
"665"	"\"CHESAPEAKE OPERATING, INC.\""	2008-05-01	1
"666"	"\"CHESAPEAKE OPERATING, INC.\""	2008-06-01	1
"667"	"\"CHESAPEAKE OPERATING, INC.\""	2008-07-01	0
"668"	"\"CHESAPEAKE OPERATING, INC.\""	2008-08-01	0
"669"	"\"CHESAPEAKE OPERATING, INC.\""	2008-09-01	0
"670"	"\"CHESAPEAKE OPERATING, INC.\""	2008-10-01	2
"671"	"\"CHESAPEAKE OPERATING, INC.\""	2008-11-01	1
"672"	"\"CHESAPEAKE OPERATING, INC.\""	2008-12-01	3
"673"	"\"CHESAPEAKE OPERATING, INC.\""	2009-01-01	0
"674"	"\"CHESAPEAKE OPERATING, INC.\""	2009-02-01	3
"675"	"\"CHESAPEAKE OPERATING, INC.\""	2009-03-01	1
"676"	"\"CHESAPEAKE OPERATING, INC.\""	2009-04-01	1
"677"	"\"CHESAPEAKE OPERATING, INC.\""	2009-05-01	1
"678"	"\"CHESAPEAKE OPERATING, INC.\""	2009-06-01	0
"679"	"\"CHESAPEAKE OPERATING, INC.\""	2009-07-01	0
"680"	"\"CHESAPEAKE OPERATING, INC.\""	2009-08-01	0
"681"	"\"CHESAPEAKE OPERATING, INC.\""	2009-09-01	0
"682"	"\"CHESAPEAKE OPERATING, INC.\""	2009-10-01	0
"683"	"\"CHESAPEAKE OPERATING, INC.\""	2009-11-01	0
"684"	"\"CHESAPEAKE OPERATING, INC.\""	2009-12-01	0
"685"	"\"CHESAPEAKE OPERATING, INC.\""	2010-01-01	0
"686"	"\"CHESAPEAKE OPERATING, INC.\""	2010-02-01	866
"687"	"\"CHESAPEAKE OPERATING, INC.\""	2010-03-01	108.5
"688"	"\"CHESAPEAKE OPERATING, INC.\""	2010-04-01	264.5
"689"	"\"CHESAPEAKE OPERATING, INC.\""	2010-05-01	500.944444444444
"690"	"\"CHESAPEAKE OPERATING, INC.\""	2010-06-01	1207.88888888889
"691"	"\"CHESAPEAKE OPERATING, INC.\""	2010-07-01	1117.38888888889
"692"	"\"CHESAPEAKE OPERATING, INC.\""	2010-08-01	1080.21739130435
"693"	"\"CHESAPEAKE OPERATING, INC.\""	2010-09-01	1018.22222222222
"694"	"\"CHESAPEAKE OPERATING, INC.\""	2010-10-01	907.423076923077
"695"	"\"CHESAPEAKE OPERATING, INC.\""	2010-11-01	495.655172413793
"696"	"\"CHESAPEAKE OPERATING, INC.\""	2010-12-01	675.907407407407
"697"	"\"CHESAPEAKE OPERATING, INC.\""	2011-01-01	513.452830188679
"698"	"\"CHESAPEAKE OPERATING, INC.\""	2011-02-01	967.921568627451
"699"	"\"CHESAPEAKE OPERATING, INC.\""	2011-03-01	954.960526315789
"700"	"\"CHESAPEAKE OPERATING, INC.\""	2011-04-01	850.364864864865
"701"	"\"CHESAPEAKE OPERATING, INC.\""	2011-05-01	868.194174757282
"702"	"\"CHESAPEAKE OPERATING, INC.\""	2011-06-01	1111.34210526316
"703"	"\"CHESAPEAKE OPERATING, INC.\""	2011-07-01	1594.44
"704"	"\"CHESAPEAKE OPERATING, INC.\""	2011-08-01	1439.79591836735
"705"	"\"CHESAPEAKE OPERATING, INC.\""	2011-09-01	1717.69387755102
"706"	"\"CHESAPEAKE OPERATING, INC.\""	2011-10-01	1207.34104046243
"707"	"\"CHESAPEAKE OPERATING, INC.\""	2011-11-01	1147.80357142857
"708"	"\"CHESAPEAKE OPERATING, INC.\""	2011-12-01	1208.99601593625
"709"	"\"CHESAPEAKE OPERATING, INC.\""	2012-01-01	1554.27651515152
"710"	"\"CHESAPEAKE OPERATING, INC.\""	2012-02-01	1335.13058419244
"711"	"\"CHESAPEAKE OPERATING, INC.\""	2012-03-01	1611.01846153846
"712"	"\"CHESAPEAKE OPERATING, INC.\""	2012-04-01	1869.2378516624
"713"	"\"CHESAPEAKE OPERATING, INC.\""	2012-05-01	1955.40493827161
"714"	"\"CHESAPEAKE OPERATING, INC.\""	2012-06-01	1980.74634146341
"715"	"\"CHESAPEAKE OPERATING, INC.\""	2012-07-01	2074.77156177156
"716"	"\"CHESAPEAKE OPERATING, INC.\""	2012-08-01	2379.03496503496
"717"	"\"CHESAPEAKE OPERATING, INC.\""	2012-09-01	1920.63192904656
"718"	"\"CHESAPEAKE OPERATING, INC.\""	2012-10-01	2339.78661087866
"719"	"\"CHESAPEAKE OPERATING, INC.\""	2012-11-01	2356.70495049505
"720"	"\"CHESAPEAKE OPERATING, INC.\""	2012-12-01	2037.92021276596
"721"	"\"CHESAPEAKE OPERATING, INC.\""	2013-01-01	2070
"722"	"\"CHESAPEAKE OPERATING, INC.\""	2013-02-01	2177.11596385542
"723"	"\"CHESAPEAKE OPERATING, INC.\""	2013-03-01	2326.74124809741
"724"	"\"CHESAPEAKE OPERATING, INC.\""	2013-04-01	2206.20816326531
"725"	"\"CHESAPEAKE OPERATING, INC.\""	2013-05-01	2146.39947780679
"726"	"\"CHESAPEAKE OPERATING, INC.\""	2013-06-01	2242.57304785894
"727"	"\"CHESAPEAKE OPERATING, INC.\""	2013-07-01	2291.01001251564
"728"	"\"CHESAPEAKE OPERATING, INC.\""	2013-08-01	2259.11495673671
"729"	"\"CHESAPEAKE OPERATING, INC.\""	2013-09-01	2137.75150060024
"730"	"\"CHESAPEAKE OPERATING, INC.\""	2013-10-01	2039.38917525773
"731"	"\"CHESAPEAKE OPERATING, INC.\""	2013-11-01	2129.30996309963
"732"	"\"CHESAPEAKE OPERATING, INC.\""	2013-12-01	2201.77063106796
"733"	"\"CHESAPEAKE OPERATING, INC.\""	2014-01-01	2306.39588377724
"734"	"\"CHESAPEAKE OPERATING, INC.\""	2014-02-01	2044.09885057471
"735"	"\"CHESAPEAKE OPERATING, INC.\""	2014-03-01	2191.02038505096
"736"	"\"CHESAPEAKE OPERATING, INC.\""	2014-04-01	2193.04988662132
"737"	"\"CHESAPEAKE OPERATING, INC.\""	2014-05-01	2267.9764573991
"738"	"\"CHESAPEAKE OPERATING, INC.\""	2014-06-01	2552.81766704417
"739"	"\"CHESAPEAKE OPERATING, INC.\""	2014-07-01	2631.94671201814
"740"	"\"CHESAPEAKE OPERATING, INC.\""	2014-08-01	2579.65266742338
"741"	"\"CHESAPEAKE OPERATING, INC.\""	2014-09-01	2451.74273412271
"742"	"\"CHESAPEAKE OPERATING, INC.\""	2014-10-01	2502.18429319372
"743"	"\"CHESAPEAKE OPERATING, INC.\""	2014-11-01	2490.34020618557
"744"	"\"CHESAPEAKE OPERATING, INC.\""	2014-12-01	2602.23804573805
"745"	"\"CHESAPEAKE OPERATING, INC.\""	2015-01-01	2689.74606505771
"746"	"\"CHESAPEAKE OPERATING, INC.\""	2015-02-01	2634.08333333333
"747"	"\"CHESAPEAKE OPERATING, INC.\""	2015-03-01	2757.01265822785
"748"	"\"CHESAPEAKE OPERATING, INC.\""	2015-04-01	2659.4483805668
"749"	"\"CHESAPEAKE OPERATING, INC.\""	2015-05-01	2294.2932038835
"750"	"\"CHESAPEAKE OPERATING, INC.\""	2015-06-01	2316.21032132425
"751"	"\"CHESAPEAKE OPERATING, INC.\""	2015-07-01	2652.51590457256
"752"	"\"CHESAPEAKE OPERATING, INC.\""	2015-08-01	2577.67796610169
"753"	"\"CHESAPEAKE OPERATING, INC.\""	2015-09-01	1831.33027522936
"754"	"\"CHESAPEAKE OPERATING, INC.\""	2015-10-01	1901.98039215686
"755"	"\"CHESAPEAKE OPERATING, INC.\""	2015-11-01	3985.25
"756"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-01-01	1283
"757"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-02-01	742
"758"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-03-01	169
"759"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-06-01	7150
"760"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-07-01	277
"761"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-08-01	854
"762"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-09-01	3922
"763"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-10-01	6371
"764"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-11-01	6399
"765"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2013-12-01	590
"766"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-03-01	428
"767"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-04-01	14
"768"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-05-01	1
"769"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-06-01	5655.5
"770"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-07-01	5476.5
"771"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-08-01	5252
"772"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-09-01	4446
"773"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-10-01	3443.5
"774"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-11-01	4051.5
"775"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2014-12-01	4574
"776"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-01-01	3274.5
"777"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-02-01	2220.66666666667
"778"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-03-01	1422
"779"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-04-01	2585.66666666667
"780"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-05-01	1855.66666666667
"781"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-06-01	2350.66666666667
"782"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-07-01	1608.33333333333
"783"	"\"CHESAPEAKE OPERATING, L.L.C.\""	2015-08-01	4728
